รหัสสินค้า,ชื่อสินค้า,ราคา,ขาย,ชื่อร้านค้า,อัตราค่าคอมมิชชัน,คอมมิชชัน,ลิงก์สินค้า,ลิงก์ข้อเสนอ,รูปสินค้า
44010199152,คอมประกอบ INTEL Core i5-14400F + RTX 5060 Ti 16GB | 32GB DDR5 | M.2 1TB | MB Wi-Fi & Bluetooth | AIO LCD,66.9พัน,4,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,338.00",https://shopee.co.th/product/1362751893/44010199152,https://s.shopee.co.th/9fJASvEFtT,https://down-aka-th.img.susercontent.com/th-11134207-81ztf-mqbrtqgz9onh39.webp
43570378448,คอมประกอบเล่นเกม 1080p / 2K | Intel Core i7-14700 + RTX 5060 Ti 16GB | DDR5 32GB / SSD 1TB | เคสเลือกสีได้ / เคสตู้ปลา,65.9พัน,0,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,318.00",https://shopee.co.th/product/1362751893/43570378448,https://s.shopee.co.th/AAFR3qCLsa,https://down-aka-th.img.susercontent.com/th-11134207-81ztc-mffya8f57evc74.webp
43581068624,คอมประกอบเล่นเกม 1080p / 2K | Intel Core i5-14400F + RTX 5060 Ti 16GB | DDR5 32GB / SSD 1TB | ปรับสเปกได้ | รุ่น B,61.9พัน,0,บริษัท มังกี้ อีทีซี. จำกัด,1%,฿619.00,https://shopee.co.th/product/1362751893/43581068624,https://s.shopee.co.th/9zw0rXCzDZ,https://down-aka-th.img.susercontent.com/th-11134207-81ztg-mpx7j42oq7ez7c.webp
51255498949,คอมประกอบเล่นเกม 1080p / 2K | Intel Core i5-14400F + RTX 5060 Ti | RAM 16GB / SSD 1TB | Wi-Fi / Bluetooth,61.9พัน,2,บริษัท มังกี้ อีทีซี. จำกัด,1%,฿619.00,https://shopee.co.th/product/1362751893/51255498949,https://s.shopee.co.th/AUsHSSB5Cg,https://down-aka-th.img.susercontent.com/th-11134207-81ztk-mq8xgomuomx77e.webp
41406055822,คอมประกอบ INTEL I5 14400F / RTX 5060 Ti 16GB / น้ำปิดจอLCD ปรับได้ / B760M WIFI / 32GB6000 / 1TB M.2 - monkey etc.,66.9พัน,2,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,338.00",https://shopee.co.th/product/1362751893/41406055822,https://s.shopee.co.th/AKYrG9BiXf,https://down-aka-th.img.susercontent.com/th-11134207-81ztg-mqbrio4c5ibyef.webp
28735880635,คอมประกอบเล่นเกม 1080p / 2K | Intel Core i5-14400F + RTX 5060 Ti | DDR5 32GB / SSD 1TB | ซิงค์ลม,61.9พัน,5,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,238.00",https://shopee.co.th/product/1362751893/28735880635,https://s.shopee.co.th/5VTbVGU7Lk,https://down-aka-th.img.susercontent.com/th-11134207-81zto-mq8tv93hs74f2d.webp
40710787034,คอมประกอบเล่นเกม 1080p / 2K | Ryzen 5 9600X + RTX 5060 Ti | DDR5 32GB / SSD 1TB | เคสเลือกสีได้ / เคสตู้ปลา,66.9พัน,2,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,338.00",https://shopee.co.th/product/1362751893/40710787034,https://s.shopee.co.th/5LABIxUkgj,https://down-aka-th.img.susercontent.com/th-11134207-81ztq-mq8vz039ufpnb0.webp
46456321528,คอมประกอบเล่นเกม 1080p | Ryzen 5 9600X + RTX 5060 | DDR5 32GB / SSD 1TB | โทนขาว / เคสตู้ปลา,59.9พัน,0,บริษัท มังกี้ อีทีซี. จำกัด,1%,฿599.00,https://shopee.co.th/product/1362751893/46456321528,https://s.shopee.co.th/5q6RtsSqfq,https://down-aka-th.img.susercontent.com/th-11134207-81ztd-mq8z8qco7uvj4c.webp
41378999809,คอมประกอบเล่นเกม 1080p / 2K | Intel Core i5-14400F + RTX 5060 Ti | DDR5 12GB / SSD 1TB | เคสเลือกสีได้ / เคสตู้ปลา,70.3พัน,0,บริษัท มังกี้ อีทีซี. จำกัด,1%,฿703.00,https://shopee.co.th/product/1362751893/41378999809,https://s.shopee.co.th/5fn1hZTU0p,https://down-aka-th.img.susercontent.com/th-11134207-81ztf-mpx8is68goi4ef.webp
43804000437,คอมประกอบไม่มีการ์ดจอ | Ryzen 7 9800X3D | DDR5 32GB / SSD 32GB | เคสตู้ปลา / เพิ่มการ์ดจอได้,62.9พัน,8,บริษัท มังกี้ อีทีซี. จำกัด,2%,"฿1,258.00",https://shopee.co.th/product/1362751893/43804000437,https://s.shopee.co.th/6AjIIURZzw,https://down-aka-th.img.susercontent.com/th-11134207-81zti-mqbp06gkozyka6.webp
